gene AvgCodingLen expr reptime hic constraint_score Expression_hub Regulator Genomic_abnormalities_CNV meEthylation
ARGFX 0.968 12.57573094 613 18 -0.535128736 6 0 0 0.229701379268293
ARGLU1 0.905 12.04000625 1237 11 4.828184149 0 0 0 0
ARHGAP1 1.38 13.7536043 176 44 0.630883644 0 0 0 0.0130502
ARHGAP10 2.476 11.22826549 678 22 -0.335772473 0 0 0 0
ARHGAP11A 3.155 12.40842965 383 1 0.362275081 0 0 0 0
ARHGAP11B 0.834 12.30527524 693 10 1.998434411 5 0 0 0.188256037804878
ARHGAP12 2.631 12.79173762 346 25 0.188959289 0 0 0 0.0850473
ARHGAP15 1.531 10.95823503 639 11 -1.007211535 0 0 0 0.108463
ARHGAP17 2.746 12.51661883 185 22 0.975371997 0 0 0 0
ARHGAP18 2.067 11.20107364 550 26 -0.165688884 0 0 0 0
ARHGAP19 1.595 13.75961194 397 26 0.36614841 0 0 0 0.0189361
ARHGAP19-SLIT1 1.651 13.20915353 365.49 28.84 0.263164598 6 0 0 0.131635488301887
ARHGAP20 3.742 11.89601544 501 -5 -0.655763019 0 0 0 0
ARHGAP21 6.15 12.01362196 309 -3 2.963283589 0 0 0 0.0204284
ARHGAP22 2.853 12.85356376 392.87 19.42 0.051855103 47 1 0 0.260913
ARHGAP23 4.621 13.28264231 325.31 29.8 0.077294145 0 0 0 0
ARHGAP24 2.436 10.29515795 739 13 -0.360668709 0 0 0 0.0611502
ARHGAP25 2.362 12.86352788 470 20 0.70307795 0 0 0 0.048216
ARHGAP26 2.56 11.96143729 456 38 2.480886983 0 0 0 0.0554117
ARHGAP27 5.842 13.53379995 194 21 1.637796504 0 0 0 0.537663
ARHGAP28 2.441 12.39460819 281 -28 0.035607403 0 0 0 0
ARHGAP29 3.935 13.05224988 327 -9 -0.274464058 0 0 0 0
ARHGAP30 3.366 13.44304444 250 23 -0.634254378 0 0 0 0
ARHGAP31 4.395 12.49120271 585 23 -0.110612403 0 0 0 0
ARHGAP32 6.406 12.18492561 546 -11 1.138270924 0 0 0 0
ARHGAP33 3.969 13.9563137 321 30 1.67211993 0 0 1 0
ARHGAP35 4.53 13.99937759 207 29 4.199668235 0 0 1 0
ARHGAP36 1.762 11.09636402 697.23 13 2.173360252 0 0 0 0
ARHGAP39 3.4 14.34997966 291 12 3.505942606 0 0 1 0
ARHGAP4 3.076 14.66078122 208.92 27 0.164026111 0 0 1 0
ARHGAP40 2.103 12.28514959 582.24 7.96 0.498324458 6 0 0 0.153713974029851
ARHGAP42 2.745 10.06577646 920 -24 -0.632700304 3 0 0 0.179594662337662
ARHGAP44 2.575 12.21731137 549.91 13.57 2.006934545 0 0 0 0
ARHGAP45 4.258 14.6859454 206 26 3.131787495 5 0 0 0.197364427272727
ARHGAP5 4.614 11.94419476 392 1 0.965304263 0 0 0 0.0404294
ARHGAP5-AS1 2.64098823529412 12.8115148588235 477.716 17.1202352941176 0.3196008316 0 0 0 0
ARHGAP6 3.522 11.08821637 695.45 34 1.991514364 0 0 0 0
ARHGAP9 2.605 14.11398568 194 32 0.615755569 0 0 0 0
ARHGDIA 1.647 15.15014156 211 19 1.827419787 0 0 0 0.0318971
ARHGDIB 0.631 12.79635619 426 8 -0.036049992 0 0 0 0.0489155
ARHGDIG 0.708 14.10868601 205 43 -0.726801633 0 0 0 0.109627
ARHGEF1 3.428 14.04320693 364 28 3.827198272 0 0 1 0
ARHGEF10 4.309 11.52254901 551 -24 -2.803045833 0 0 1 0.0781043
ARHGEF10L 4.221 12.83535308 279 30 1.573638186 0 0 0 0.142415
ARHGEF11 4.952 13.77284102 350 36 1.026453606 13 1 0 0.0740535
ARHGEF12 4.84 12.48700197 312 25 2.960619764 0 0 0 0.0882524
ARHGEF15 2.601 13.55699886 257 20 0.69924845 0 0 0 0.780177
ARHGEF16 2.339 12.42298885 483 21 0.519481682 0 0 0 0.847868
ARHGEF17 6.297 13.30773694 218 54 3.184376024 0 0 0 0.00959005
ARHGEF18 3.617 13.32737554 308 30 1.730779288 0 0 1 0
ARHGEF19 2.484 13.622798 186 40 0.813530847 0 0 0 0.653917
ARHGEF2 3.355 14.44703922 213 32 4.689608974 0 0 0 0.0329456
ARHGEF25 2.042 12.60906678 480.26 17.3 0.473670278 0 0 0 0
ARHGEF26 2.763 12.64920302 518.13 13.08 -0.940086686 0 0 0 0
ARHGEF28 5.474 12.27992319 621.74 6.2 -1.380572635 5 0 0 0.227002544871795
ARHGEF3 2.036 12.84951474 450 43 2.013470125 0 0 0 0.276162
ARHGEF33 2.75 12.82730774 533.93 11.58 0.988957547 4 0 0 0.130006502777778
ARHGEF35 1.46 12.35419186 583.79 10.95 2.822218967 4 0 0 0.134133399393939
ARHGEF37 2.088 13.32059109 185 37 -0.731278514 0 0 0 0
ARHGEF38 2.408 12.361327 486 15 -0.790712893 0 0 0 0
ARHGEF39 1.088 13.99960138 248 37 0.589237148 6 0 0 0.196549909512195
ARHGEF4 5.067 13.21320541 369 13 1.156534113 0 0 0 0.647177
ARHGEF40 4.675 12.75142533 392.85 28.5 0.932240952 0 0 0 0
ARHGEF5 4.864 12.15145277 539.97 5.35 -1.033425024 0 0 1 0
ARHGEF6 2.527 12.634186 359.27 39 0.771494805 0 0 1 0
ARHGEF7 3.005 12.91209656 579 30 2.919472023 0 0 0 0.152653
ARHGEF9 1.731 11.5968897 795 -13 2.969251133 0 0 1 0
ARID1A 6.958 13.791182 182 27 4.100440186 59 1 0 0.0428186
ARID1B 7.014 11.87145269 621 27 3.394655956 27 1 0 0.0446972
ARID2 5.641 13.61802988 602 10 1.871273651 42 1 0 0
ARID3A 1.822 14.64509372 206 44 1.472311508 10 1 1 0.654193
ARID3B 1.726 13.39308188 206 59 2.660495452 9 0 0 0.205097816086957
ARID3C 1.274 13.50273356 298 51 0.623868442 6 0 0 0.209223070454545
ARID4A 3.889 12.58008149 552 36 0.058536341 24 1 0 0.0205961
ARID4B 4.054 13.21926683 297 22 1.231005557 0 0 0 0.0389953
ARID5A 1.82 13.67898383 360 47 0.775970963 33 1 0 0.0219707
ARID5B 3.626 11.30942521 388 20 3.015232657 25 1 0 0
ARIH1 1.744 13.90527905 432 37 4.900769552 0 0 0 0.0223563
ARIH2 1.552 14.41376337 241 37 3.81447251 0 0 0 0.869719
ARIH2OS 0.878 14.42430773 241 33 2.449663647 6 0 0 0.238277848275862
ARL1 0.646 12.55572549 649 2 2.227947189 0 0 0 0.0202372
ARL10 0.755 13.2411397 347 37 1.748778847 0 0 0 0.0311294
ARL11 0.596 12.96029611 296 62 -0.051148746 0 0 0 0.46823
ARL13A 0.806 12.93405594 394.96 45 -0.207038179 7 0 0 0.248354287951807
ARL13B 1.337 11.35601431 1310 -13 -0.774774724 0 0 0 0.029697
ARL14 0.584 13.10849161 396 8 -2.720677747 0 0 0 0.87687
ARL14EP 0.798 10.27145846 1021 -17 0.546096282 1 0 0 0.23727485942029
ARL14EPL 0.474 13.36003852 349.71 32.78 0.93832845 7 0 0 0.15993977245614
ARL15 0.66 11.32975955 721 5 0.356520416 0 0 0 0
ARL16 0.619 15.13596128 205 30 -0.688823456 0 0 0 0.0173064
ARL17B 1.506 12.82786613 231 22 1.539611279 5 0 0 0.223393056516854
ARL2 0.58 14.96337576 209 52 0.468641691 0 0 0 0.0252915
ARL2BP 0.522 13.48404656 149 48 0.954363016 0 0 0 0.0128655
ARL3 0.579 13.6861146 180 27 1.162797805 0 0 0 0.0329388
ARL4A 0.608 11.69933864 469 -11 1.313310557 3 0 0 0.1872130125
ARL4C 0.62 11.70539535 608 15 3.805915581 0 0 0 0.0330435
ARL4D 0.611 13.95285567 172 1 2.716084605 0 0 0 0.0181617
ARL5A 0.57 12.50295353 610 15 0.04772625 0 0 0 0.0185871
ARL5B 0.57 11.21585277 539 -5 1.287246022 0 0 0 0.0155889
ARL5C 0.57 13.54545315 296.33 26.31 0.380532274 5 0 0 0.203352483928571
ARL6 0.596 11.39906224 731 -5 -0.151803016 0 0 0 0.043527
ARL6IP1 0.642 13.51392427 279 45 1.299205079 0 0 0 0.107803
ARL6IP4 1.344 13.90454015 196 47 -0.887436463 0 0 0 0
ARL6IP5 0.659 12.48401494 443 20 0.06799868 0 0 0 0.0215796
ARL6IP6 0.701 12.52553314 716 6 0.302257134 0 0 0 0.0153291
ARL8A 0.596 13.38344066 297 34 3.189673108 0 0 0 0.0143923
ARL8B 0.666 12.48001957 325 22 2.670603817 0 0 0 0.0290114
ARL9 0.387 13.40415162 594 27 -0.346033505 0 0 0 0
ARMC1 0.879 11.89063561 455 4 1.340578957 0 0 1 0.0261523
ARMC10 1.067 13.2959082 579 34 1.199773946 0 0 1 0.0684387
ARMC12 1.134 13.33923933 404 34 -0.415870883 0 0 0 0
ARMC2 2.689 12.93371545 431 32 -0.346611153 0 0 0 0.0310084
ARMC3 2.736 12.0134583 449 12 -0.653997437 0 0 0 0.18337
ARMC4 3.497 11.74236118 454 -4 0.237954206 0 0 0 0.161841
ARMC5 3.491 13.64005657 558 11 3.323108438 0 0 0 0
ARMC6 1.546 14.09843433 215 24 0.540676937 0 0 1 0
ARMC7 0.707 14.22887174 168 25 0.371171106 0 0 0 0.0256337
ARMC8 2.206 12.20165791 358 18 2.562306885 0 0 0 0.0228954
ARMC9 2.58 13.96172296 394 41 0.43735488 0 0 0 0.0114616
ARMCX1 1.367 12.7068449 474.23 8 1.748579786 0 0 0 0
ARMCX2 1.904 12.61284024 448.39 31 1.19324555 0 0 0 0
ARMCX3 1.145 12.7068449 463.64 8 2.375699328 0 0 0 0
ARMCX4 6.878 12.797795 494.54 11.02 -0.148743168 7 0 0 0.194773792063492
ARMCX5 1.682 11.46999709 653.88 27 -0.285680722 0 0 0 0
ARMCX5-GPRASP2 2.522 12.95135745 419.78 18.91 1.811407493 7 0 0 0.154540273469388
ARMCX6 0.908 12.7068449 644.64 8 0.137488437 5 0 0 0.22668308
ARMH1 1.378 13.41372554 325.4 34.51 0.52068864 4 0 0 0.240162603448276
ARMH2 0.703 13.287174 350.27 28.08 0.7428548 5 0 0 0.170455197826087
ARMH3 2.378 13.74514496 319 42 2.072781017 7 0 0 0.211663296428571
ARMH4 2.36 12.56136313 683 3 -1.790450066 7 0 0 0.218140409589041
ARMS2 0.334 12.44096689 279 5 0.710965506 9 0 0 0.182797005952381
ARMT1 1.351 12.72667433 468 30 -0.19817624 6 0 0 0.199872534305556
ARNT 2.48 14.39626869 188 33 2.021624237 23 1 0 0
ARNT2 2.249 12.80967798 542 8 2.230843524 1 1 0 0.170099
ARNTL 2.245 12.60043636 414 13 3.082560581 40 1 0 0.0741738
ARNTL2 2.029 13.2077683 377 40 -0.439339268 10 1 0 0.103416
ARPC1A 1.306 13.71449946 263 51 2.856846163 0 0 1 0.0188545
ARPC1B 1.164 13.71449946 263 51 1.35006365 0 0 1 0.0178276
ARPC2 0.953 13.49301755 197 30 2.946945905 0 0 0 0.0168897
ARPC3 0.572 13.77939103 206 50 -0.258780647 3 0 0 0.214919500909091
ARPC4 0.594 13.76817993 264 43 2.294256195 0 0 0 0.0510953
ARPC4-TTLL3 1.938 12.67994881 469.68 19.44 0.058501407 2 0 0 0.17151252962963
ARPC5 0.505 13.31811764 407 24 1.852252847 0 0 0 0.0523163
ARPC5L 0.482 13.93375926 207 41 0.888832892 0 0 0 0.0163463
ARPIN 0.711 13.78499155 239 29 -0.745254552 5 0 0 0.212864891764706
ARPM1 1.88693 12.89214486 820 -9 -0.082096637 5 0 0 0.243027121212121
ARPP19 0.416 13.05990057 386 15 0.68540066 0 0 0 0.429899
ARPP21 2.653 8.24170316 1075 -21 -0.804187494 0 0 0 0
ARR3 1.251 12.14743667 523.69 39 -0.558039453 0 0 1 0
ARRB1 1.366 13.51575455 252 46 2.741719832 50 1 0 0
ARRB2 1.412 14.05617335 222 28 3.090233321 95 1 0 0.0192568
ARRDC1 1.342 13.99592029 478 45 -0.288976702 0 0 0 0.220233
ARRDC1-AS1 0.536 13.99592029 478 45 -0.981172308 4 0 0 0.21220794175
ARRDC2 1.528 14.07135903 226 34 1.785414875 0 0 1 0.0104173
ARRDC3 1.285 10.8480936 334 5 1.551973836 0 0 0 0
ARRDC4 1.348 10.37552037 851 -57 0.041435726 0 0 0 0.0219572
ARRDC5 1.044 13.5642697 173 42 -0.361721689 6 0 0 0.18261196746988
ARSA 1.57 13.88605662 203 43 0.028757222 0 0 1 0.113758
ARSB 1.676 12.22243308 452 50 1.188243548 0 0 0 0
ARSD 1.832 12.16337389 590.97 18 -0.071487029 0 0 1 0
ARSE 1.955 12.16337389 572.95 18 1.527908293 0 0 1 0
ARSF 1.839 12.29006447 695.66 -11 -0.54965991 0 0 1 0
ARSG 1.633 13.52184931 225 -8 1.111338943 0 0 0 0.470043
ARSH 1.734 12.29474722 497.85 -4 -0.128060114 2 0 0 0.179529821025641
ARSI 1.72 13.76846507 220 46 0.877053722 5 0 0 0.189970173255814
ARSJ 1.841 11.51655886 497 15 1.095392289 0 0 0 0
ARSK 1.671 12.64709793 359 29 -1.27153038 0 0 0 0.0744114
ART1 1.004 13.19561198 403 23 -1.605220858 0 0 0 0.867548
ART3 1.225 13.13728943 322 41 -1.169117159 0 0 0 0.759128
ART4 0.96 12.73883978 578 -4 -2.017531438 0 0 0 0.873975
ART5 1.005 13.19561198 403 23 -1.040005723 0 0 0 0.0663013
ARTN 0.797 13.68537682 214 35 2.857539048 0 0 0 0.381343
ARV1 0.841 12.83908493 616 12 0.013890287 0 0 0 0.0785026
ARVCF 3 13.33140151 217 37 -0.582690522 0 0 0 0.0766161
ARX 1.714 12.43915861 541.7 11 3.363142164 0 0 0 0
AS3MT 1.183 13.47563935 192 45 0.914821354 9 0 0 0.213585203571429
ASAH1 1.415 12.81103867 474 20 -3.5507677 0 0 1 0.0182749
ASAH2 2.484 12.84068458 409 14 0.249774647 6 0 0 0.179375484848485
ASAH2B 0.594 11.79001918 508 36 0.393035231 4 0 0 0.115905187804878
ASAM 2.247388333 13.4783707 216 13 0.99741388 6 0 0 0.201119339673913
ASAP1 3.578 12.48679808 427 30 2.756873225 0 0 1 0.781071
ASAP1-IT1 2.64098823529412 12.8115148588235 477.716 17.1202352941176 0.3196008316 0 0 0 0
ASAP2 3.161 13.4018555 340 34 2.067547635 0 0 0 0.0244611
ASAP3 2.86 13.86504045 159 29 0.873879407 0 0 0 0.0398029
ASB1 1.033 12.41343228 513 27 1.599860686 0 0 0 0
ASB10 1.84 13.32292752 337 38 -1.204711395 0 0 1 0.733334
ASB11 1.13 12.21484902 501.57 43 -0.993439049 0 0 0 0
ASB12 0.967 10.96688709 945.5 2 -1.833765423 0 0 1 0
ASB13 0.867 13.54335663 299 21 -0.209123754 0 0 0 0.0207219
ASB14 1.867 12.89721031 454 29 -1.316308762 0 0 0 0.843503
ASB15 1.812 11.37135038 644 -7 -0.20550378 0 0 1 0
ASB16 1.387 13.74374599 175 41 1.053394291 0 0 0 0.903883
ASB16-AS1 1.660701667 13.74374599 175 41 0.355728292 8 0 0 0.141686377108434
ASB17 0.903 11.85647971 603 -11 -1.302104306 0 0 0 0.774869
ASB18 1.549 11.70514785 481 8 0.814524803 8 0 0 0.175905858918919
ASB2 2.015 12.20683735 600 30 1.714930243 0 0 0 0
ASB3 1.712 12.8147388 533.62 12.26 -1.086030856 0 0 0 0.0489686
ASB4 1.378 12.08295541 333 14 -0.967997731 0 0 1 0.802926
ASB5 1.067 11.81053064 504 -4 -0.816576474 0 0 0 0.918223
ASB6 1.296 13.58586215 198 40 1.175463701 0 0 0 0.0171362
ASB7 0.98 12.58042197 374 -9 3.436492021 0 0 0 0.0244087
ASB8 0.968 13.1448917 352 32 1.194009191 0 0 0 0.014986
ASB9 0.949 12.22709022 482.99 17 0.435946538 0 0 0 0
ASCC1 1.451 13.54260675 140 40 0.039001615 68 1 0 0.0272106
ASCC2 2.369 13.65274454 182 33 1.395250775 0 0 0 0
ASCC3 6.959 11.54639893 825 2 1.118876192 27 1 0 0.0503419
ASCL1 0.716 9.96189796 964 3 3.166898848 1 1 0 0.315341
ASCL2 0.587 13.64657106 278.32 41.04 1.826865271 5 1 0 0.527986
ASCL3 0.551 13.2148204 243 21 -0.607863486 0 1 0 0.908685
ASCL4 0.527 11.69017585 805 22 1.279548361 2 0 0 0.191277176388889
ASCL5 0.847 13.07398299 425.69 22.61 1.086154778 4 0 0 0.236768504761905
ASF1A 0.635 11.66719042 856 16 1.599945172 67 1 0 0.866938
ASF1B 0.725 13.84931374 321 36 0.231758906 33 1 1 0.0184203
ASGR1 0.92 14.33550185 348 15 0.720295151 0 0 0 0.795604
ASGR2 0.976 14.33550185 348 15 -0.539230966 0 0 1 0.39922
ASH1L 9.164 14.48877386 247 33 3.047346566 40 1 0 0.0332765
ASH2L 1.967 13.41677625 258 34 2.670963915 49 1 1 0.0216511
ASIC1 2.445 13.81855093 211 56 3.175829506 0 0 0 0
ASIC2 2.302 10.44883054 1007 -15 3.516492068 0 0 0 0
ASIC3 1.766 13.34085292 373 41 -0.755154138 0 0 1 0
ASIC4 2.051 13.22550283 403 33 1.112387466 0 0 0 0
ASIC5 1.568 10.68709225 643 -2 -2.27862754 0 0 0 0
ASIP 0.414 13.77683833 151 50 -0.05654063 0 0 0 0.88253
ASL 1.475 13.07675495 345 38 0.706207804 0 0 1 0.0276246
ASMT 2.334 12.28414236 654.08 5 -1.772007755 5 0 0 0.169457466666667
ASMTL 3.862 12.59459717 527.28 18.55 -0.410161333 5 0 0 0.217258817741935
ASNA1 1.082 14.48818255 226 29 2.320670936 0 0 1 0.470171
ASNS 1.741 13.02816478 636 0 1.499678923 0 0 1 0.107919
ASNSD1 2.258 12.94425772 511 16 -0.511007102 0 0 0 0.0221967
ASPA 0.972 12.90697716 442 6 -0.662509702 0 0 0 0.682687
ASPDH 0.924 13.54372546 517 35 0.367710774 0 0 1 0
ASPG 1.866 13.34189562 468 20 -0.579374295 0 0 0 0
ASPH 3.251 12.95707119 377 14 -1.716758862 0 0 1 0.0374607
ASPHD1 1.188 12.92124485 414.63 26.88 2.307202229 0 0 0 0.323239
ASPHD2 1.125 12.00233949 553 -46 2.069541544 0 0 0 0.0128161
ASPM 10.574 12.30943667 614 -25 -2.711370303 0 0 0 0.0997863
ASPN 1.178 12.95636147 498.54 19.11 0.168768918 0 0 0 0.932358
ASPRV1 1.037 13.64597886 221 37 -0.451779038 0 0 0 0.912386
ASPSCR1 2.221 15.15442265 211 28 -0.581309551 0 0 0 0.0279118
ASRGL1 1.097 14.93195392 413 49 0.281556218 0 0 0 0.187677
ASS1 1.309 13.12800344 260 35 0.679986972 0 0 0 0.128621
ASTE1 2.14 12.6564442 586 19 -0.148021626 0 0 0 0.0235048
ASTL 1.341 13.6187253 251 45 -0.192980586 10 0 0 0.124956586206897
ASTN1 4.073 8.786762208 940 -9 1.410282564 0 0 0 0.155854
ASTN2 4.37 11.06411957 937 -17 1.760927913 0 0 0 0.140391
ASUN 2.64098823529412 12.8115148588235 477.716 17.1202352941176 0.3196008316 0 0 0 0
ASXL1 4.766 13.56804486 242 57 0.083294649 40 1 0 0.0324238
ASXL2 4.376 13.30915991 287 31 -0.01175419 31 1 0 0
ASXL3 6.807 8.933136544 1014 -10 -0.94202718 0 1 0 0
ASZ1 1.493 12.47764058 394 -1 -1.122949769 0 0 1 0.908326
ATAD1 1.169 12.72295092 169 45 1.786320462 0 0 0 0.0192755
ATAD2 4.313 13.20827865 225 30 0.789077671 80 1 1 0.0180474
ATAD2B 4.517 12.3617978 431 27 2.635229434 0 0 0 0
ATAD3A 1.985 14.35461397 248 27 2.324489365 0 0 0 0.0565525
ATAD3B 2.14 14.35461397 248 27 1.002949843 0 0 0 0
ATAD3C 1.296 14.3609515 187 27 -0.257046972 0 0 0 0.690899
ATAD5 5.65 13.31424245 209 25 0.023082809 0 0 0 0.0178353
ATAT1 2.896 14.55643072 171 37 1.499654515 0 0 0 0
ATCAY 1.285 14.59823058 201 34 1.484288454 0 0 1 0
ATE1 1.841 12.35889673 427 -3 -0.132819113 0 0 0 0
ATF1 0.846 13.40783551 250 42 0.61623114 78 1 0 0.0786914
ATF2 1.603 12.75740565 641 24 2.177792433 41 1 0 0.0292213
ATF3 0.626 12.94397806 224 22 1.179090365 42 1 0 0.891421
ATF4 1.066 13.48844989 467 72 -3.07049412 5 0 0 0.235091728214286
ATF5 0.948 14.33376909 205 45 -1.564651141 16 1 1 0.840332
ATF6 2.093 12.91725373 420 16 -0.166633827 34 1 0 0.0426436
ATF6B 4.404 14.59039255 224 32 2.061863002 14 1 0 0.0351354
ATF7 1.597 14.24918404 154 52 1.735773806 14 1 0 0.0258426
ATF7IP 3.953 12.73453679 882 12 0.589774873 62 1 0 0.0187257
ATF7IP2 2.099 12.20415581 364 9 -3.00383124 26 1 0 0.846934
ATG10 0.864 11.96120738 717 25 -0.265113194 0 0 0 0.0659619
ATG101 0.667 13.05636673 234 41 1.491939032 4 0 0 0.180315031411765
ATG12 0.584 12.85859312 759 1 -1.925099147 0 0 0 0.126249
ATG13 1.738 13.72659082 176 39 1.129405138 0 0 0 0
ATG14 1.529 13.51396618 256 39 0.791148311 0 0 0 0
ATG16L1 1.97 12.96505672 155 31 2.390554377 0 0 0 0.0252591
ATG16L2 1.95 13.17779241 281 50 1.607943716 0 0 0 0
ATG2A 6.028 14.9843601 209 61 1.537832189 0 0 0 0
ATG2B 6.447 12.69904179 501 14 0.081353761 0 0 0 0
ATG3 1.078 12.62048758 636 41 1.780573714 0 0 0 0.0176246
ATG4A 1.262 12.21440285 504.85 25 0.909511704 0 0 0 0
ATG4B 1.379 14.05319823 406 27 1.34892666 0 0 0 0
ATG4C 1.427 12.30316306 415 5 -2.200924603 10 0 0 0.208948979012346
ATG4D 1.521 14.5268964 226 23 1.030609988 0 0 1 0.019548
ATG5 0.863 12.1091707 390 32 1.691404055 0 0 0 0.0101355
ATG7 2.202 12.12609827 425 30 0.789499143 0 0 0 0.956136
ATG9A 2.59 13.55833441 177 36 3.14976867 0 0 0 0.312591
ATG9B 2.906 13.34085292 373 41 0.583876294 0 0 1 0
ATHL1 2.64098823529412 12.8115148588235 477.716 17.1202352941176 0.3196008316 0 0 0 0
ATIC 1.875 13.18122079 531 12 -1.269230697 0 0 0 0.0550466
ATL1 1.787 13.08981952 295 43 2.448698066 0 0 0 0.0145825
ATL2 2.019 13.60280484 366 25 -0.22587857 0 0 0 0.0101455
ATL3 1.852 13.87223393 170 50 0.816517144 0 0 0 0
ATM 9.481 12.93804864 582 16 -0.697863986 47 1 0 0.0241443
ATMIN 2.492 12.35233515 284 4 -0.981258499 99 1 0 0.0117155
ATN1 3.618 14.81059399 211 47 2.432628283 0 0 0 0.0849726
ATOH1 1.07 10.97715803 802 24 2.440803335 0 1 0 0.113939
ATOH7 0.464 13.03764174 251 17 2.11217223 0 1 0 0.0500244
ATOH8 0.981 13.91573501 181 46 2.252625754 1 1 0 0.0163005
ATOX1 0.248 13.27845731 406 46 -0.191680776 0 0 0 0.0175953
ATP10A 4.605 11.55357785 1350 -49 1.047688979 0 0 0 0.555588
ATP10B 4.496 12.04418881 904 11 -1.311396792 0 0 0 0
ATP10D 4.409 11.44489285 528 29 -0.377312584 0 0 0 0.0747253
ATP11A 3.804 13.28055787 416 45 1.4362579 0 0 0 0
ATP11AUN 0.376 13.25786583 389 44 0.254081758 6 0 0 0.207601357727273
ATP11B 3.72 12.3397859 559 16 0.966187279 0 0 0 0.0167904
ATP11C 3.774 11.10670007 736.98 18 1.884386513 0 0 1 0
ATP12A 3.253 13.05508618 619 40 0.591638102 0 0 0 0.174715
ATP13A1 3.792 13.55265767 418 -10 3.146253807 0 0 1 0
ATP13A2 3.924 13.42832486 221 52 1.734023877 0 0 0 0.0328962
ATP13A3 3.836 12.68950138 269 27 1.823075393 0 0 0 0
ATP13A4 3.798 11.88226586 776 -2 -0.582232959 0 0 0 0.742101
ATP13A5 3.807 11.85905096 851 1 -1.10241694 0 0 0 0
ATP1A1 3.204 13.33178927 464 18 6.898777953 0 0 0 0.160929
ATP1A2 3.178 13.63606566 386 23 5.397837145 0 0 0 0
ATP1A3 3.24 13.95590187 438 33 7.375134671 0 0 1 0.384919
ATP1A4 3.2 13.64306606 386 29 0.052931815 0 0 0 0.862851
ATP1B1 1.02 12.35112924 416 19 2.30928499 0 0 0 0.0242224
ATP1B2 0.908 14.54284996 213 34 0.641921734 0 0 0 0.0215926
ATP1B3 0.972 13.05621716 345 28 1.55190832 0 0 0 0.0183832
ATP1B4 1.114 13.09177839 424.76 23 -0.032132484 0 0 0 0
ATP23 0.771 13.6464562 298 22 0.367132309 5 0 0 0.218830657377049
ATP2A1 3.126 13.97065446 218 55 2.53524812 0 0 0 0.719526
ATP2A2 3.248 13.78447902 178 26 5.449220325 0 0 0 0.0387335
ATP2A3 3.338 13.33342463 268 33 3.13392227 0 0 0 0.0167855
ATP2B1 3.938 12.36979735 418 9 5.119262344 0 0 0 0.927897
ATP2B2 1.69116129032258 13.1539612219355 413.823870967742 22.8588172043011 0.0144183376129032 0 0 0 0.854219
ATP2B3 3.933 13.75407974 341.03 24 3.242424399 0 0 1 0
ATP2B4 3.842 13.42024327 458 50 6.359869343 0 0 0 0.122498
ATP2C1 3.109 12.65639002 475 19 3.454173204 0 0 0 0.200943
ATP2C2 3.068 13.37892468 396 5 1.011903121 0 0 0 0
ATP4A 3.218 13.89398712 390 41 3.597197395 0 0 1 0.63743
ATP4B 0.911 13.49129036 370 36 -0.572201111 0 0 0 0.859063
ATP5A1 1.97793684210526 12.8621417994842 453.578631578947 18.6090526315789 0.840591887968421 0 0 0 0.101132
ATP5B 1.799375 13.1542657666667 357.718020833333 26.8302083333333 0.859525411604167 0 0 0 0.0167864
ATP5C1 1.93110227272727 13.1437148920455 369.625 28.2727272727273 0.970209145465909 0 0 0 0.0287099
ATP5D 1.59508333333333 13.2696755485833 389.848854166667 18.8667708333333 0.867611388958333 0 0 1 0.349957
ATP5F1 2.06636734693878 13.026621241602 433.938775510204 18.9081632653061 0.4985013435 0 0 0 0.395119
ATP5F1A 1.722 12.86919609 300 67 2.383435809 6 0 0 0.243679122093023
ATP5F1B 1.64 14.8298586 164 43 3.458462991 7 0 0 0.19354527
ATP5F1C 0.955 12.20220518 475 16 0.377553609 6 0 0 0.155959266666667
ATP5F1D 0.527 14.61057378 234 29 0.867315001 6 0 0 0.216241751162791
ATP5F1E 0.166 13.76269189 126 25 -0.279463522 12 0 0 0.229672204578313
ATP5F1EP2 0.161 12.74679906 445.82 21.26 0.144496866 8 0 0 0.21437909825
ATP5G1 1.82978405526316 13.2960594146316 373.125789473684 25.7402105263158 1.07585333433684 0 0 0 0.030987
ATP5G2 1.96619800466304 12.9785428516304 442.077934782609 21.0920652173913 0.719921792869565 0 0 0 0.021413
ATP5G3 1.72153260869565 13.1348689434783 370.195108695652 27.5169565217391 0.945865187521739 0 0 0 0.0249031
ATP5I 1.78410526315789 12.6544998199579 494.229789473684 13.9763157894737 0.974108635557895 0 0 0 0.132136
ATP5IF1 0.436 13.56616932 213 33 0.481209476 4 0 0 0.259721776829268
ATP5J 1.91714583333333 13.0784315048958 420.09375 20.625 0.696572362416667 0 0 0 0.0429831
ATP5J2 2.1229880952381 13.0437139060714 453.217619047619 20.334880952381 0.56352493875 0 0 1 0
ATP5L 1.72856017293684 13.0608351665263 414.222631578947 24.2617894736842 0.923233019747368 0 0 0 0.0219998
ATP5MC1 0.435 13.53838985 239 29 1.238150702 5 0 0 0.223066467857143
ATP5MC2 0.622 14.29574604 189 50 0.482661066 10 0 0 0.216040309302326
ATP5MC3 0.453 12.74615023 752 28 0.699066409 2 0 0 0.234765589534884
ATP5MD 0.187 13.20972019 147 45 -0.62979721 6 0 0 0.178155485714286
